
228,2000
229,1000
230,2000
231,20000
232,2000
233,10000
234,8000
235,5000
236,2000
237,2000
238,1000
239,2500
240,10000
241,2000
242,2000
243,1000
244,1000
245,40000
246,500
247,2000
248,4000
250,10000
251,2000
252,2000
253,2000
254,10000
255,2000
256,2000
257,1000
258,2000
259,2000
260,10000
261,80000
262,5000
263,4000
264,4000
265,5000
266,2000
267,1000
268,2000
269,0
270,2000
271,1000
272,500
273,20000
274,2000
275,4000
276,3000
277,2000
278,2000
279,20000
280,2000
281,2000
282,2000
283,2000
285,500
286,2000
287,2000
288,500
289,1000
290,2000
291,2000
292,10000
293,1000
294,1000
295,25000
296,5000
297,2000
298,10000
299,2000
300,2000
301,0
302,0
303,100
304,0
305,10000
306,2000
307,2000
308,2000
309,1000
310,15000
311,1000
312,2000
313,10000
315,500
316,500
317,2000
318,5000
319,2000
320,2000
321,2000
322,2000
323,2000
326,50000
327,1000
328,2000
329,4000
330,100
331,0
332,4000
333,2000
334,2000
335,2000
336,1000
337,1000
338,2000
339,10000
340,2000
341,2000
342,2000
343,5000
345,2000
346,10000
347,2000
348,2000
350,2000
351,10000
352,2000
353,20000
355,4000
356,30000
357,1000
358,1000
359,4000
360,4000
361,2000
362,10000
363,1000
364,4000
365,2000
366,2000
367,4000
368,500
369,2000
370,20000
371,2000
372,2000
373,2000
374,2000
375,1000
376,2000
377,4000
378,10000
379,10000
380,4000
381,10000
382,2000
383,4000
384,2000
385,10000
386,2000
387,4000
388,100
389,2000
390,1000
391,20000
392,500
393,2000
395,8000
396,2000
397,20000
398,2000
399,5000
400,1000
402,20000
403,2000
404,2000
405,1000
406,2000
408,2000
409,0
410,500
411,1000
412,6000
413,8000
416,0
417,2000
418,2000
419,10000
420,2000
421,0
422,1000
423,2000
425,2000
426,2000
428,2000
430,2000
431,4000
432,1000
433,10000
435,1000
438,2000
439,1000
440,400
442,1000
444,10000
445,5000
449,2000
450,2000
451,2000
455,2000
456,20000
458,1000
459,10000
460,1000
462,4000
464,4000
465,2000
467,2000
468,1000
469,4000
471,20000
472,10000
474,6000
475,2000
476,10000
477,4000
479,20000
480,800
482,2000
483,2000
485,10000
486,1000
487,4000
488,15000
489,2000
491,20000
493,1000
494,2000
495,5000
496,1000
497,10000
498,2000
499,2000
500,1000
503,1000
505,1000
506,2000
508,5000
510,6000
511,100
512,20000
513,10000
515,2000
516,0
517,2000
518,2000
519,5000
520,500
521,2000
522,100
524,10000
525,2000
526,2000
527,4000
528,2000
529,2000
530,2000
531,1000
532,2000
533,1000
535,2000
536,2000
538,1000
539,2000
540,4000
542,8000
543,1000
544,20000
546,1000
547,10000
548,2000
549,2000
550,2000
551,500
552,2000
553,2000
554,2000
555,25000
556,2000
557,2000
558,2500
559,10000
560,2000
562,0
563,2000
564,200
565,5000
566,2000
567,2000
568,400
569,1000
570,2000
571,2000
572,4000
573,1000
574,2000
575,10000
576,2000
577,500
578,10000
579,2000
580,2000
581,2000
583,2000
585,8000
587,4000
588,2000
589,500
590,1000
591,1000
592,2000
593,500
595,2000
596,2000
598,1000
599,2000
600,2000
601,2000
602,2500
603,20000
604,2000
605,2000
606,1000
607,2500
608,2000
609,4000
610,2000
611,2000
612,8000
613,2000
616,3000
617,2000
618,2000
619,50000
620,2000
621,10000
622,3000
623,1000
625,1000
626,2000
627,20000
628,2000
629,1000
630,10000
631,1000
632,1000
633,2000
635,2000
636,500
637,2000
638,2000
639,2000
640,4000
641,2000
643,10000
645,2000
646,8000
647,2000
648,2500
650,10000
651,5000
653,2000
655,2000
656,500
657,2000
658,1000
659,1000
660,10000
661,2000
662,2000
663,1000
665,2000
666,20000
667,0
668,2000
669,500
670,2000
672,1000
673,3000
674,4000
675,2000
676,2000
677,2000
678,1000
679,10000
680,50000
681,2000
682,2000
683,500
684,2000
685,1000
686,2000
687,2000
688,2000
689,5000
690,20000
691,1000
692,5000
693,3000
694,2000
695,2000
696,1000
697,2000
698,10000
699,1000
700,100
701,2000
702,5000
703,6000
704,2000
705,12000
706,10000
707,2000
708,5000
709,2000
710,1000
711,2000
712,2000
713,2000
715,2000
716,2000
717,6000
718,5000
719,2000
720,25000
721,10000
722,0
723,60000
724,10000
725,2000
726,20000
727,10000
728,2000
729,20000
730,1000
731,2000
732,2000
733,2000
735,20000
736,3000
737,500
738,2000
739,0
743,500
745,2000
746,2000
747,2000
750,1000
751,2000
752,2000
753,2000
754,2000
755,5000
756,4000
757,1000
758,2000
759,2000
760,15000
761,2000
762,2000
763,200
764,10000
765,2000
766,5000
767,40000
768,2000
769,2000
770,1000
771,2000
773,600
775,2000
776,1000
777,500
778,1000
787,2000
789,20000
794,2000
798,4000
800,2000
801,4000
802,1000
803,20000
805,100
806,1000
808,1000
809,2000
810,6000
811,1000
812,2000
813,500
814,1000
815,2000
816,2000
817,2000
818,3000
819,2000
820,500
821,4000
822,2000
823,500
825,1000
826,2000
827,4000
828,2000
829,2000
830,2000
831,2000
832,1000
833,1000
834,4000
835,10000
836,2000
837,2000
838,2000
839,1000
840,2000
841,2000
842,1000
844,4000
845,1000
846,1000
847,30
848,1000
850,4000
851,10000
852,2000
853,1000
855,2000
856,2000
857,2000
858,10000
859,2000
860,12000
861,1000
862,20000
864,4000
865,4000
866,2000
867,1000
868,2000
869,4000
870,0
871,1000
872,2000
873,2000
874,2000
875,20000
876,10000
877,1000
878,500
880,1000
881,500
882,2000
883,1000
884,2000
885,10000
886,1000
887,10000
888,2000
889,2000
891,2000
894,2000
895,200
896,2000
897,20000
898,2000
899,10000
900,2000
901,20000
902,2000
903,2000
904,6000
905,16000
906,1000
907,2000
908,2000
909,2000
910,2000
911,2000
912,2000
913,50000
914,500
915,2000
916,1000
917,2000
918,2000
919,4000
921,1000
922,20000
923,2000
925,2000
926,1000
927,2000
928,4000
929,5000
930,2000
931,5000
933,1000
934,2000
935,2000
936,10000
938,2000
939,1000
940,1000
941,500
943,4000
945,100
946,0
947,1000
948,2000
950,500
951,1000
952,10000
953,2000
956,1000
958,2000
959,2000
960,500
963,2500
966,200
967,1000
968,2000
969,2000
970,8000
973,250
974,0
975,500
976,2000
978,2000
979,2000
980,1000
981,1000
982,20000
983,2000
984,500
985,8000
986,20000
987,2000
988,3000
989,5000
990,10000
991,2000
992,2000
993,1000
995,2000
996,10000
997,10000
998,1000
999,2000
1000,500
1001,2000
1002,4000
1003,10000
1004,2000
1005,2000
1006,1000
1007,1000
1008,2000
1009,2000
1010,2000
1011,500
1013,2000
1019,6000
1020,4000
1021,1000
1022,1500
1023,1000
1025,1000
1026,10000
1027,2000
1028,1000
1029,2000
1030,2000
1031,2000
1033,2000
1036,1000
1037,2000
1038,1000
1039,1000
1041,10000
1043,2000
1044,500
1045,500
1046,5000
1047,2000
1048,1000
1049,6000
1050,2000
1051,3000
1052,2000
1053,2000
1055,2000
1057,2000
1058,2000
1059,3000
1060,10000
1061,4000
1062,10000
1063,10000
1064,5000
1065,2000
1066,4000
1068,1000
1069,8000
1070,2000
1071,2000
1072,200
1073,2000
1075,6000
1076,10000
1079,2000
1080,1500
1082,8000
1083,1000
1085,2000
1086,1000
1087,1000
1088,500
1089,5000
1090,2000
1091,1000
1093,2000
1094,4000
1096,2000
1097,1000
1098,1000
1099,400
1100,2000
1101,500
1102,2000
1103,8000
1104,20000
1105,2000
1106,10000
1107,2000
1108,2000
1109,2000
1110,4000
1111,1000
1112,500
1113,500
1114,2000
1115,1000
1116,4000
1117,1000
1118,10000
1120,2000
1121,2000
1122,2000
1123,2000
1124,2000
1125,1000
1126,2000
1127,4000
1128,400
1129,4000
1130,4000
1131,5000
1132,5000
1133,2000
1135,500
1136,2000
1137,1000
1138,2000
1139,16000
1140,4000
1141,10000
1142,10000
1143,2000
1145,1000
1146,2000
1148,1000
1149,4000
1150,2000
1151,500
1152,2000
1155,1000
1156,0
1157,200
1159,500
1160,0
1161,2000
1162,0
1163,10000
1164,5000
1165,2000
1166,20000
1168,2000
1169,1000
1170,2000
1171,2000
1172,20000
1173,20000
1174,2000
1175,10000
1176,2000
1177,4000
1178,10000
1179,0
1180,4000
1181,2000
1182,10000
1184,2000
1185,2000
1186,500
1187,2000
1188,2000
1189,10000
1190,2000
1191,20000
1192,20000
1193,2000
1194,2000
1195,4000
1196,2000
1198,2000
1199,2000
1200,2000
1201,3000
1202,2000
1203,2000
1205,2000
1206,2000
1207,2000
1208,4000
1210,2000
1211,500
1212,500
1213,2000
1215,20000
1217,8000
1218,1000
1219,1000
1220,30000
1221,2000
1222,20000
1223,10000
1224,1000
1225,2000
1226,8000
1227,20000
1228,5000
1229,2000
1230,1000
1231,2000
1232,2000
1234,1000
1235,5000
1236,2000
1237,2000
1238,1000
1239,4000
1240,2500
1241,2000
1245,2000
1246,4000
1247,2000
1249,1000
1250,20000
1251,2000
1252,1000
1253,2000
1255,2000
1258,1000
1259,1000
1260,2000
1262,1000
1263,2000
1265,10000
1266,1000
1268,2000
1269,2000
1270,500
1271,1000
1273,4000
1275,1000
1277,2000
1278,2500
1279,0
1280,2000
1281,4000
1282,4000
1285,1000
1288,1000
1289,500
1290,2000
1293,500
1296,1000
1297,2000
1298,1000
1299,200
1300,2000
1301,2000
1302,2000
1303,2000
1305,1000
1308,1000
1310,500
1312,6000
1313,2000
1314,2000
1315,2000
1316,1000
1317,2000
1318,2000
1319,4000
1321,2000
1322,2000
1323,2000
1327,2000
1328,10000
1329,2000
1330,1000
1332,10000
1333,400
1335,2000
1336,100
1337,0
1338,2000
1339,1000
1340,2000
1348,2000
1353,1000
1356,0
1358,1000
1359,1000
1360,2000
1361,1000
1362,4000
1363,2000
1365,1000
1366,2000
1367,4000
1368,500
1369,2000
1370,1000
1375,1000
1378,500
1380,1000
1381,1000
1382,1000
1383,10000
1386,1000
1387,2000
1388,1000
1389,0
1393,1000
1395,5000
1396,2000
1397,4000
1398,1000
1399,2000
1415,1000
1418,2000
1426,1000
1428,2000
1430,2000
1432,1000
1438,1000
1439,5000
1443,2000
1446,2000
1450,2000
1456,500
1461,1000
1462,4000
1466,2000
1470,4000
1478,1000
1480,2000
1488,2000
1498,500
1499,10000
1500,5000
1509,1000
1513,100
1515,500
1528,200
1530,500
1555,2000
1566,1000
1588,200
1599,1000
1600,1500
1613,8000
1616,2000
1618,1000
1619,2000
1622,2000
1623,1000
1626,2000
1628,1000
1633,0
1636,4000
1638,1000
1661,1000
1663,2000
1666,1000
1668,2000
1669,2000
1680,1000
1682,4000
1683,0
1685,1000
1688,0
1689,2000
1698,1000
1699,4000
1700,1000
1708,1000
1717,1000
1718,5000
1728,500
1733,1000
1738,500
1766,1000
1768,500
1771,1000
1776,200
1777,1500
1778,1000
1788,1000
1798,1000
1800,1000
1803,2500
1808,2000
1811,2000
1812,500
1813,500
1816,1000
1818,500
1822,30000
1823,2000
1828,1000
1829,1000
1830,4000
1831,1000
1833,500
1836,500
1838,1000
1848,500
1856,1000
1858,200
1862,1000
1863,1000
1866,1000
1868,2000
1878,50
1880,1000
1881,1000
1882,1000
1883,1000
1884,4000
1886,500
1888,500
1889,2500
1893,1000
1898,1000
1899,1000
1900,1000
1910,300
1913,100
1918,1000
1919,500
1928,400
1929,200
1938,1000
1963,500
1966,1000
1968,1000
1972,200
1980,1000
1986,500
1988,500
1991,2000
1993,500
1997,0
1998,2000
1999,400
2000,2000
2002,500
2005,2000
2006,2000
2007,1000
2008,2000
2009,500
2010,1000
2011,2000
2012,500
2014,1000
2018,500
2020,1000
2023,4000
2028,2000
2030,1000
2033,2000
2038,1000
2039,100
2066,500
2068,1000
2078,1000
2080,2000
2083,1000
2088,2000
2098,1000
2099,100
2100,2000
2111,2000
2112,2000
2118,2000
2121,1000
2123,4000
2128,1000
2133,1000
2168,500
2178,1000
2186,500
2188,2000
2193,4000
2196,500
2198,1000
2200,2000
2202,100
2208,200
2212,4000
2213,2000
2218,500
2221,4000
2222,1000
2223,2000
2226,500
2228,1000
2229,2000
2233,2000
2238,2000
2255,1000
2266,1000
2268,1000
2277,5000
2282,400
2286,1000
2288,1000
2298,1000
2299,2000
2300,2000
2301,0
2302,1000
2303,2000
2307,2000
2308,4000
2309,2000
2310,2000
2312,20000
2313,1000
2314,1000
2317,4000
2318,500
2319,1000
2320,2000
2322,8000
2323,2000
2324,5000
2326,10000
2327,6000
2328,2000
2329,1000
2330,4000
2331,500
2332,0
2333,500
2336,10000
2337,0
2338,1000
2339,4000
2340,4000
2341,2000
2342,500
2343,1000
2345,2000
2348,4000
2349,4000
2355,2000
2356,400
2357,4000
2358,10000
2362,1000
2366,5000
2368,2000
2369,4000
2371,4000
2378,500
2379,5000
2380,1000
2382,1000
2383,2000
2386,500
2387,0
2388,500
2389,6000
2393,2500
2398,2000
2399,1000
2468,1000
2488,500
2600,2000
2601,200
2607,100
2608,1000
2618,1000
2623,2000
2626,0
2628,1000
2633,0
2638,500
2662,2000
2666,500
2668,10000
2678,500
2686,1000
2688,2000
2689,1000
2698,500
2699,2000
2700,20000
2722,2000
2727,2000
2728,4000
2777,400
2778,1000
2788,2000
2789,2000
2800,500
2801,200
2802,200
2809,0
2810,0
2812,0
2813,0
2816,200
2817,500
2818,100
2819,100
2820,0
2821,10
2822,200
2823,100
2825,200
2826,0
2827,200
2828,200
2829,100
2831,0
2833,100
2835,500
2836,200
2837,0
2838,100
2839,500
2840,10
2841,100
2842,0
2844,200
2846,100
2848,10
2866,1000
2868,2000
2877,1000
2878,2000
2880,2000
2882,4000
2883,2000
2888,50
2889,2000
2898,10000
2899,2000
2950,20000
2960,8000
2961,0
3000,0
3001,100
3002,200
3004,200
3005,350
3006,100
3007,10
3009,100
3010,200
3011,5
3015,5
3017,250
3019,125
3020,15
3022,0
3024,100
3025,250
3026,20
3027,125
3029,300
3031,300
3032,200
3033,0
3035,100
3036,25
3039,100
3043,100
3045,50
3046,100
3048,50
3049,300
3050,100
3051,100
3052,450
3054,500
3055,50
3056,500
3057,200
3061,200
3062,300
3063,550
3064,500
3066,500
3069,300
3070,100
3071,500
3072,100
3073,200
3075,500
3076,500
3077,0
3078,500
3081,100
3082,30
3083,0
3084,300
3087,10
3088,0
3089,300
3090,300
3091,300
3092,25
3098,100
3099,25
3100,100
3118,100
3188,200
3300,2000
3303,2000
3308,1000
3311,2000
3313,1000
3315,1000
3318,2000
3322,2000
3323,2000
3328,1000
3330,2000
3331,1000
3332,2000
3333,1000
3335,4000
3336,2000
3337,2000
3339,1000
3344,2000
3355,2000
3360,1000
3363,2000
3366,2000
3368,500
3377,500
3378,2000
3382,2000
3383,2000
3386,1000
3389,4000
3393,2000
3396,100
3398,2000
3399,1000
3606,400
3608,2500
3618,1000
3633,2000
3636,100
3639,2000
3663,4000
3666,2000
3668,2000
3669,500
3683,2500
3688,500
3698,1000
3708,5000
3709,1000
3737,1000
3777,2000
3788,1000
3800,1000
3808,500
3813,1000
3816,4000
3818,1000
3822,2000
3823,2000
3828,1000
3833,1000
3836,500
3838,5000
3839,500
3868,1000
3882,1000
3883,1000
3886,2000
3888,1000
3889,2000
3898,500
3899,2000
3900,500
3903,2000
3918,2000
3928,0
3933,2000
3938,0
3939,2000
3948,100
3968,500
3969,1000
3983,2000
3988,1000
3989,2000
3993,1000
3998,2000
3999,1000
4331,20
4332,10
4333,10
4335,10
4336,10
4337,20
4338,10
4362,50
4363,50
6030,500
6116,200
6118,1000
6123,2000
6128,2000
6133,1000
6136,1000
6138,1000
6139,500
6161,2000
6166,1000
6183,1000
6188,500
6198,1000
6199,500
6210,50
6230,50
6288,300
6388,100
6488,0
6688,0
6808,500
6813,0
6818,1000
6822,4000
6823,1000
6826,100
6828,8000
6830,2000
6836,2000
6837,400
6838,2000
6839,1000
6863,1000
6866,2000
6868,1000
6869,500
6880,2000
6881,500
6882,2000
6883,300
6886,200
6888,1000
6889,200
6893,2000
6896,500
6898,2000
6899,1000
8001,4000
8003,2000
8005,2000
8006,1000
8007,10000
8008,1000
8009,20000
8010,2000
8011,20000
8012,0
8016,2000
8017,10000
8019,20000
8020,10000
8021,10000
8022,3000
8025,2000
8026,1000
8027,5000
8028,2000
8029,5000
8031,2000
8032,8000
8033,2000
8035,0
8037,20000
8038,2000
8039,0
8041,20000
8045,6000
8046,4000
8047,4000
8048,2000
8049,4000
8050,2000
8051,1000
8053,20000
8055,8000
8058,2000
8059,5000
8060,10000
8061,20000
8063,10000
8066,5000
8067,1000
8068,20000
8071,5000
8072,20000
8075,4000
8076,5000
8077,5000
8078,20000
8079,35000
8080,8000
8081,18000
8082,5000
8083,4000
8085,4000
8086,4000
8087,2000
8088,8000
8089,2000
8090,2000
8092,4000
8093,5000
8095,1000
8096,8000
8097,5000
8098,5000
8099,4000
8100,5000
8101,4000
8102,0
8103,10000
8105,4000
8106,5000
8108,8000
8109,10000
8111,5000
8112,4000
8115,4000
8116,20000
8117,10000
8119,10000
8120,20000
8121,10000
8122,0
8123,6000
8125,4000
8126,4000
8128,8000
8129,20000
8130,20000
8131,2000
8132,20000
8133,20000
8137,2000
8138,1000
8139,500
8140,8000
8143,4000
8146,6000
8147,4000
8148,20000
8150,10000
8153,2000
8155,8000
8156,5000
8158,5000
8159,5000
8160,0
8161,0
8162,10000
8163,20000
8165,10000
8166,20000
8167,4000
8168,0
8169,10000
8171,4000
8172,20000
8173,10000
8175,10000
8176,5000
8178,24000
8179,8000
8180,8000
8186,10000
8188,0
8189,5000
8190,10000
8191,6000
8192,32000
8193,15000
8197,10000
8198,4000
8200,40000
8202,10000
8203,10000
8205,4000
8206,1000
8207,4000
8208,0
8210,8000
8211,10000
8212,20000
8213,10000
8215,10000
8216,8000
8217,0
8219,2000
8220,20000
8222,4000
8225,20000
8226,4000
8227,4000
8228,20000
8229,0
8231,0
8232,0
8233,4000
8235,10000
8236,1000
8237,2000
8238,8000
8239,2000
8240,0
8242,2500
8243,5000
8246,4000
8247,2000
8249,5000
8250,20000
8253,10000
8256,4000
8258,10000
8260,10000
8261,4000
8265,4000
8266,16000
8267,500
8268,8000
8269,8000
8270,10000
8271,2000
8272,20000
8273,2000
8276,0
8277,2000
8279,4000
8286,5000
8291,0
8292,0
8295,20000
8296,4000
8298,0
8299,12000
8301,8000
8305,10000
8306,10000
8310,10000
8311,10000
8312,10000
8316,10000
8317,2000
8321,0
8329,10000
8336,4000
8337,10000
8340,10000
8348,2000
8351,10000
8355,10000
8356,10000
8381,0
9165,0
80737,500
82822,200
83100,100
83118,100
83168,100
83188,200
87001,1000
